BestellungID;PosID;ProduktID;SpezLieferAdrID;Menge;Preis
1677;3983;53;;3;5
1678;3984;126;;3;4
1679;3985;74;206;10;3
1680;3986;24;;3;3
1681;3987;103;;9;5
1682;3988;57;;3;8
1683;3989;13;;3;4,5
1684;3990;98;;3;4,5
1685;3991;58;;2;8
1686;3992;20;;3;8
1687;3993;111;;9;8
1688;3994;77;;4;2
1689;3995;45;;3;2
1690;3996;15;;3;4,5
1691;3997;114;;6;4,5
1692;3998;88;;3;0,5
1693;3999;64;;3;4,5
1694;4000;42;;3;2,4
1695;4001;22;;6;2
1696;4002;4;;3;5
1697;4003;115;;5;4,5
1698;4004;101;;3;2
1699;4005;89;343;3;0,8
1700;4006;79;;8;1,5
1701;4007;71;;9;4
1702;4008;65;;3;4,5
1703;4009;61;;11;8
1704;4010;59;102;3;3
1705;4011;59;;9;3
1706;4012;61;;8;8
1707;4013;65;;3;4,5
1708;4014;71;;3;4
1709;4015;79;;5;1,5
1710;4016;89;;3;0,8
1711;4017;101;;3;2
1712;4018;115;;8;4,5
1713;4019;4;;3;5
1714;4020;22;633;3;2
1715;4021;42;;6;2,4
1716;4022;64;;3;4,5
1717;4023;88;;3;0,5
1718;4024;114;;3;4,5
1719;4025;15;26;9;4,5
1720;4026;45;;3;2
1721;4027;77;;7;2
1722;4028;111;;3;8
1723;4029;20;;3;8
1724;4030;58;;8;8
1725;4031;98;;6;4,5
1726;4032;13;;3;4,5
1727;4033;57;;3;8
1728;4034;103;;3;5
1729;4035;24;82;3;3
1730;4036;74;;4;3
1731;4037;126;;6;4
1732;4038;53;;3;5
1733;4039;109;;11;3
1734;4040;40;605;3;1
1735;4041;100;;3;5,6
1736;4042;35;;4;1
1737;4043;99;;9;3,8
1738;4044;38;;3;0,5
1739;4045;106;700;2;7
1740;4046;49;;3;3,8
1741;4047;121;;3;4
1742;4048;68;;4;6
1743;4049;17;;3;3,5
1744;4050;95;174;3;2
1745;4051;48;;3;4,5
1746;4052;3;;3;5
1747;4053;87;;9;0,5
1748;4054;46;;8;8
1749;4055;7;;9;8
1750;4056;97;;3;9
1751;4057;62;;10;4
1752;4058;29;;3;1,5
1753;4059;125;;3;7
1754;4060;96;320;3;8
1755;4061;69;;3;2
1756;4062;44;;3;4
1757;4063;21;;3;4
1758;4064;1;;3;2
1759;4065;108;108;3;8
1760;4066;91;;8;1,2
1761;4067;76;;3;4
1762;4068;63;;3;4,5
1763;4069;52;;8;4
1764;4070;43;;3;2,3
1765;4071;36;;3;0,5
1766;4072;31;;8;2
1767;4073;28;;3;2
1768;4074;27;;3;2
1769;4075;28;648;8;2
1770;4076;31;;3;2
1771;4077;36;;3;0,5
1772;4078;43;;8;2,3
1773;4079;52;;3;4
1774;4080;63;83;3;4,5
1775;4081;76;;8;4
1776;4082;91;;3;1,2
1777;4083;108;;3;8
1778;4084;1;;8;2
1779;4085;21;;3;4
1780;4086;44;;3;4
1781;4087;69;;3;2
1782;4088;96;;3;8
1783;4089;125;;3;7
1784;4090;29;546;4;1,5
1785;4091;62;;6;4
1786;4092;97;;3;9
1787;4093;7;;5;8
1788;4094;46;;3;8
1789;4095;87;698;9;0,5
1790;4096;3;;3;5
1791;4097;48;;3;4,5
1792;4098;95;;3;2
1793;4099;17;;7;3,5
1794;4100;68;88;3;6
1795;4101;121;;3;4
1796;4102;49;;8;3,8
1797;4103;106;;6;7
1798;4104;38;;3;0,5
1799;4105;99;;9;3,8
1800;4106;35;;3;1
1801;4107;100;;3;5,6
1802;4108;40;;8;1
1803;4109;109;;3;3
1804;4110;53;446;3;5
1805;4111;126;;6;4
1806;4112;74;;3;3
1807;4113;24;;3;3
1808;4114;103;;8;5
1809;4115;57;34;3;8
1810;4116;13;;3;4,5
1811;4117;98;;10;4,5
1812;4118;58;;3;8
1813;4119;20;;3;8
1814;4120;111;;3;8
1815;4121;77;;3;2
1816;4122;45;;3;2
1817;4123;15;;9;4,5
1818;4124;114;;3;4,5
1819;4125;88;371;3;0,5
1820;4126;64;;8;4,5
1821;4127;42;;6;2,4
1822;4128;22;;3;2
1823;4129;4;;8;5
1824;4130;115;44;3;4,5
1825;4131;101;;3;2
1826;4132;89;;4;0,8
1827;4133;79;;9;1,5
1828;4134;71;;3;4
1829;4135;65;279;7;4,5
1830;4136;61;;3;8
1831;4137;59;;9;3
1832;4138;59;;4;3
1833;4139;61;;3;8
1834;4140;65;522;3;4,5
1835;4141;71;;1;4
1836;4142;79;;3;1,5
1837;4143;89;;3;0,8
1838;4144;101;;4;2
1839;4145;115;;9;4,5
1840;4146;4;;3;5
1841;4147;22;;2;2
1842;4148;42;;3;2,4
1843;4149;64;;3;4,5
1844;4150;88;126;8;0,5
1845;4151;114;;6;4,5
1846;4152;15;;3;4,5
1847;4153;45;;3;2
1848;4154;77;;3;2
1849;4155;111;;9;8
1850;4156;20;;4;8
1851;4157;58;;6;8
1852;4158;98;;3;4,5
1853;4159;13;;11;4,5
1854;4160;57;202;3;8
1855;4161;103;;9;5
1856;4162;24;;3;3
1857;4163;74;;6;3
1858;4164;126;;3;4
1859;4165;53;;7;5
1860;4166;109;;3;3
1861;4167;40;;3;1
1862;4168;100;;8;5,6
1863;4169;35;;9;1
1864;4170;99;367;3;3,8
1865;4171;38;;10;0,5
1866;4172;106;;3;7
1867;4173;49;;3;3,8
1868;4174;121;;8;4
1869;4175;68;;3;6
1870;4176;17;;3;3,5
1871;4177;95;;1;2
1872;4178;48;;3;4,5
1873;4179;3;;9;5
1874;4180;87;183;3;0,5
1875;4181;46;;6;8
1876;4182;7;;3;8
1877;4183;97;;11;9
1878;4184;62;;3;4
1879;4185;29;;3;1,5
1880;4186;125;;4;7
1881;4187;96;;3;8
1882;4188;69;;3;2
1883;4189;44;;4;4
1884;4190;21;235;3;4
1885;4191;1;;3;2
1886;4192;108;;3;8
1887;4193;91;;9;1,2
1888;4194;76;;3;4
1889;4195;63;;9;4,5
1890;4196;52;;3;4
1891;4197;43;;9;2,3
1892;4198;36;;3;0,5
1893;4199;31;;9;2
1894;4200;28;4;3;2
1895;4201;27;;9;2
1896;4202;28;;3;2
1897;4203;31;;9;2
1898;4204;36;;3;0,5
1899;4205;43;;9;2,3
1900;4206;52;;3;4
1901;4207;63;;9;4,5
1902;4208;76;;3;4
1903;4209;91;;9;1,2
1904;4210;108;220;3;8
1905;4211;1;;3;2
1906;4212;21;;3;4
1907;4213;44;;4;4
1908;4214;69;;3;2
1909;4215;96;;3;8
1910;4216;125;;4;7
1911;4217;29;;3;1,5
1912;4218;62;;3;4
1913;4219;97;;11;9
1914;4220;7;;3;8
1915;4221;46;;6;8
1916;4222;87;;3;0,5
1917;4223;3;;9;5
1918;4224;48;;3;4,5
1919;4225;95;;1;2
1920;4226;17;;3;3,5
1921;4227;68;;3;6
1922;4228;121;;8;4
1923;4229;49;;3;3,8
1924;4230;106;;3;7
1925;4231;38;;10;0,5
1926;4232;99;;3;3,8
1927;4233;35;;9;1
1928;4234;100;;8;5,6
1929;4235;40;;3;1
1930;4236;109;;3;3
1931;4237;53;;7;5
1932;4238;126;;3;4
1933;4239;74;;6;3
1934;4240;24;843;3;3
1935;4241;103;;9;5
1936;4242;57;;3;8
1937;4243;13;;11;4,5
1938;4244;98;;3;4,5
1939;4245;58;;6;8
1940;4246;20;;4;8
1941;4247;111;;9;8
1942;4248;77;;3;2
1943;4249;45;;3;2
1944;4250;15;848;3;4,5
1945;4251;114;;6;4,5
1946;4252;88;;8;0,5
1947;4253;64;;3;4,5
1948;4254;42;;3;2,4
1949;4255;22;;2;2
1950;4256;4;;3;5
1951;4257;115;;9;4,5
1952;4258;101;;4;2
1953;4259;89;;3;0,8
1954;4260;79;918;3;1,5
1955;4261;71;;1;4
1956;4262;65;;3;4,5
1957;4263;61;;3;8
1958;4264;59;;4;3
1959;4265;59;;9;3
1960;4266;61;;3;8
1961;4267;65;;7;4,5
1962;4268;71;;3;4
1963;4269;79;;9;1,5
1964;4270;89;923;4;0,8
1965;4271;101;;3;2
1966;4272;115;;3;4,5
1967;4273;4;;8;5
1968;4274;22;;3;2
1969;4275;42;;6;2,4
1970;4276;64;;8;4,5
1971;4277;88;;3;0,5
1972;4278;114;;3;4,5
1973;4279;15;;9;4,5
1974;4280;45;928;3;2
1975;4281;77;;3;2
1976;4282;111;;3;8
1977;4283;20;;3;8
1978;4284;58;;3;8
1979;4285;98;;10;4,5
1980;4286;13;;3;4,5
1981;4287;57;;3;8
1982;4288;103;;8;5
1983;4289;24;;3;3
1984;4290;74;933;3;3
1985;4291;126;;6;4
1986;4292;53;;3;5
1987;4293;109;;3;3
1988;4294;40;;8;1
1989;4295;100;;3;5,6
1990;4296;35;;3;1
1991;4297;99;;9;3,8
1992;4298;38;;3;0,5
1993;4299;106;;6;7
1994;4300;49;938;8;3,8
1995;4301;121;;3;4
1996;4302;68;;3;6
1997;4303;17;;7;3,5
1998;4304;95;;3;2
1999;4305;48;;3;4,5
2000;4306;3;;3;5
2001;4307;87;;9;0,5
2002;4308;46;;3;8
2003;4309;7;;5;8
2004;4310;97;943;3;9
2005;4311;62;;6;4
2006;4312;29;;4;1,5
2007;4313;125;;3;7
2008;4314;96;;3;8
2009;4315;69;;3;2
2010;4316;44;;3;4
2011;4317;21;;3;4
2012;4318;1;;8;2
2013;4319;108;;3;8
2014;4320;91;948;3;1,2
2015;4321;76;;8;4
2016;4322;63;;3;4,5
2017;4323;52;;3;4
2018;4324;43;;8;2,3
2019;4325;36;;3;0,5
2020;4326;31;;3;2
2021;4327;28;;8;2
2022;4328;27;;3;2
2023;4329;28;;3;2
2024;4330;31;953;8;2
2025;4331;36;;3;0,5
2026;4332;43;;3;2,3
2027;4333;52;;8;4
2028;4334;63;;3;4,5
2029;4335;76;;3;4
2030;4336;91;;8;1,2
2031;4337;108;;3;8
2032;4338;1;;3;2
2033;4339;21;;3;4
2034;4340;44;958;3;4
2035;4341;69;;3;2
2036;4342;96;;3;8
2037;4343;125;;3;7
2038;4344;29;;3;1,5
2039;4345;62;;10;4
2040;4346;97;;3;9
2041;4347;7;;9;8
2042;4348;46;;8;8
2043;4349;87;;9;0,5
2044;4350;3;963;3;5
2045;4351;48;;3;4,5
2046;4352;95;;3;2
2047;4353;17;;3;3,5
2048;4354;68;;4;6
2049;4355;121;;3;4
2050;4356;49;;3;3,8
2051;4357;106;;2;7
2052;4358;38;;3;0,5
2053;4359;99;;9;3,8
2054;4360;35;968;4;1
2055;4361;100;;3;5,6
2056;4362;40;;3;1
2057;4363;109;;11;3
2058;4364;53;;3;5
2059;4365;126;;6;4
2060;4366;74;;4;3
2061;4367;24;;3;3
2062;4368;103;;3;5
801;2001;61;;9;8
801;2002;100;;3;5,6
801;2003;12;;3;4
802;2004;23;;3;3
802;2005;63;1;6;4,5
802;2006;103;;8;5
803;2007;118;;6;6
803;2008;32;;4;5
804;2009;50;;3;5,6
804;2010;92;;3;2,4
804;2011;7;;3;8
805;2012;29;;4;1,5
805;2013;72;;3;2
806;2014;97;;8;9
806;2015;14;631;8;4,5
806;2016;58;;3;8
807;2017;87;;9;0,5
807;2018;5;;6;5
808;2019;37;;3;0,5
808;2020;83;494;8;0,8
808;2021;2;;4;4
809;2022;38;;3;0,5
809;2023;85;;11;1
810;2024;124;;3;3
810;2025;45;;6;2
810;2026;93;;3;2,3
811;2027;9;;9;3
811;2028;58;;3;8
812;2029;104;;4;5
812;2030;27;422;3;2
812;2031;77;;3;2
813;2032;1;;3;2
813;2033;51;;3;2
814;2034;104;;3;5
814;2035;29;287;2;1,5
814;2036;81;;3;2
815;2037;11;;9;8
815;2038;64;;8;4,5
816;2039;124;;3;3
816;2040;51;;3;2
816;2041;105;;3;5
817;2042;42;;3;2,4
817;2043;97;;3;9
818;2044;37;;8;0,5
818;2045;93;589;6;2,3
818;2046;22;;3;2
819;2047;93;;9;2,3
819;2048;23;;3;3
820;2049;97;;3;9
820;2050;28;263;4;2
820;2051;86;;4;0,5
821;2052;37;;3;0,5
821;2053;96;;3;8
822;2054;50;;3;5,6
822;2055;110;;3;0,5
822;2056;43;;3;2,3
823;2057;1;;11;2
823;2058;62;;3;4
824;2059;23;;4;3
824;2060;85;;4;1
824;2061;20;;3;8
825;2062;112;;3;4
825;2063;48;;3;4,5
826;2064;16;;3;3
826;2065;80;;8;4
826;2066;17;;4;3,5
827;2067;116;;3;3
827;2068;54;;3;5
828;2069;29;;3;1,5
828;2070;95;615;3;2
828;2071;34;;3;0,75
829;2072;13;;8;4,5
829;2073;80;;3;4
830;2074;62;;4;4
830;2075;3;147;6;5
830;2076;71;;3;4
831;2077;57;;3;8
831;2078;126;;3;4
832;2079;115;;3;4,5
832;2080;58;;4;8
832;2081;1;;8;2
833;2082;121;;6;4
833;2083;65;;7;4,5
834;2084;61;;3;8
834;2085;6;291;3;7
834;2086;78;;3;2
835;2087;78;;6;2
835;2088;24;;3;3
836;2089;27;;3;2
836;2090;101;103;8;2
836;2091;48;;3;4,5
837;2092;55;;3;5
837;2093;3;;3;5
838;2094;13;;3;4,5
838;2095;89;;2;0,8
838;2096;38;;4;0,5
839;2097;52;;3;4
839;2098;2;;4;4
840;2099;19;;3;2
840;2100;97;313;3;9
840;2101;48;;3;4,5
841;2102;69;;6;2
841;2103;21;;3;4
842;2104;45;;3;2
842;2105;125;77;2;7
842;2106;78;;3;2
843;2107;106;;6;7
843;2108;60;;3;0,5
844;2109;91;;3;1,2
844;2110;46;;4;8
844;2111;1;;8;2
845;2112;36;;3;0,5
845;2113;119;;7;2
846;2114;30;;3;4
846;2115;114;495;3;4,5
846;2116;71;;3;4
847;2117;113;;7;4,5
847;2118;71;;6;4
848;2119;116;;4;3
848;2120;75;417;3;7
848;2121;34;;3;0,75
849;2122;83;;6;0,8
849;2123;43;;9;2,3
850;2124;95;;3;2
850;2125;56;;8;7
850;2126;17;;4;3,5
851;2127;73;;9;3
851;2128;35;;4;1
852;2129;94;;3;4
852;2130;57;222;3;8
852;2131;20;;3;8
853;2132;83;;4;0,8
853;2133;47;;3;9
854;2134;113;;4;4,5
854;2135;78;200;3;2
854;2136;43;;3;2,3
855;2137;113;;3;4,5
855;2138;79;;6;1,5
856;2139;25;;3;7
856;2140;119;;8;2
856;2141;86;;4;0,5
857;2142;36;;3;0,5
857;2143;4;;8;5
858;2144;84;;3;0,75
858;2145;53;238;6;5
858;2146;22;;3;2
859;2147;106;;2;7
859;2148;76;;3;4
860;2149;36;;3;0,5
860;2150;7;289;4;8
860;2151;105;;3;5
861;2152;69;;3;2
861;2153;41;;9;1,2
862;2154;8;;3;8
862;2155;108;;3;8
862;2156;81;;3;2
863;2157;52;;3;4
863;2158;26;;4;4
864;2159;1;;3;2
864;2160;102;429;3;4
864;2161;77;;3;2
865;2162;55;;2;5
865;2163;31;;9;2
866;2164;12;;3;4
866;2165;116;215;8;3
866;2166;93;;3;2,3
867;2167;78;;6;2
867;2168;56;;3;7
868;2169;44;;3;4
868;2170;23;;8;3
868;2171;2;;4;4
869;2172;121;;3;4
869;2173;101;;1;2
870;2174;96;;3;8
870;2175;77;372;6;2
870;2176;58;;3;8
871;2177;57;;3;8
871;2178;39;;6;0,8
872;2179;41;;4;1,2
872;2180;24;487;3;3
872;2181;7;;3;8
873;2182;13;;6;4,5
873;2183;124;;3;3
874;2184;6;;3;7
874;2185;118;;4;6
874;2186;103;;8;5
875;2187;116;;3;3
875;2188;102;;3;4
876;2189;118;;3;6
876;2190;105;502;3;5
876;2191;92;;3;2,4
877;2192;112;;8;4
877;2193;100;;3;5,6
878;2194;123;;3;3
878;2195;112;516;4;4
878;2196;101;;3;2
879;2197;1;;3;2
879;2198;118;;3;6
880;2199;21;;3;4
880;2200;12;;3;4
880;2201;3;;3;5
881;2202;37;;6;0,5
881;2203;29;;7;1,5
882;2204;66;;3;3
882;2205;59;628;6;3
882;2206;52;;3;4
883;2207;93;;9;2,3
883;2208;87;;3;0,5
884;2209;4;;8;5
884;2210;126;159;3;4
884;2211;121;;3;4
885;2212;42;;3;2,4
885;2213;38;;6;0,5
886;2214;89;;3;0,8
886;2215;86;;8;0,5
886;2216;83;;4;0,8
887;2217;11;;9;8
887;2218;9;;6;3
888;2219;67;;3;3,5
888;2220;66;143;3;3
888;2221;65;;3;4,5
889;2222;1;;2;2
889;2223;1;;3;2
890;2224;65;;4;4,5
890;2225;66;32;3;3
890;2226;67;;3;3,5
891;2227;9;;9;3
891;2228;11;;3;8
892;2229;83;;3;0,8
892;2230;86;;8;0,5
892;2231;89;;4;0,8
893;2232;38;;3;0,5
893;2233;42;;6;2,4
894;2234;121;;3;4
894;2235;126;331;3;4
894;2236;4;;3;5
895;2237;87;;9;0,5
895;2238;93;;6;2,3
896;2239;52;;8;4
896;2240;59;210;8;3
896;2241;66;;3;3
897;2242;29;;6;1,5
897;2243;37;;3;0,5
898;2244;3;;3;5
898;2245;12;;3;4
898;2246;21;;3;4
899;2247;118;;6;6
899;2248;1;;8;2
900;2249;101;;3;2
900;2250;112;523;3;4
900;2251;123;;3;3
901;2252;100;;8;5,6
901;2253;112;;3;4
902;2254;92;;4;2,4
902;2255;105;355;6;5
902;2256;118;;3;6
903;2257;102;;6;4
903;2258;116;;3;3
904;2259;103;;3;5
904;2260;118;;4;6
904;2261;6;;3;7
905;2262;124;;3;3
905;2263;13;;11;4,5
906;2264;7;;3;8
906;2265;24;252;3;3
906;2266;41;;3;1,2
907;2267;39;;3;0,8
907;2268;57;;3;8
908;2269;58;;8;8
908;2270;77;336;8;2
908;2271;96;;3;8
909;2272;101;;3;2
909;2273;121;;9;4
910;2274;2;;3;4
910;2275;23;;2;3
910;2276;44;;4;4
911;2277;56;;3;7
911;2278;78;;3;2
912;2279;93;;3;2,3
912;2280;116;398;3;3
912;2281;12;;3;4
913;2282;31;;2;2
913;2283;55;;9;5
914;2284;77;;4;2
914;2285;102;28;3;4
914;2286;1;;3;2
915;2287;26;;6;4
915;2288;52;;3;4
916;2289;81;;3;2
916;2290;108;;3;8
916;2291;8;;4;8
917;2292;41;;3;1,2
917;2293;69;;9;2
918;2294;105;;3;5
918;2295;7;496;6;8
918;2296;36;;3;0,5
919;2297;76;;8;4
919;2298;106;;3;7
920;2299;22;;8;2
920;2300;53;117;8;5
920;2301;84;;3;0,75
921;2302;4;;3;5
921;2303;36;;3;0,5
922;2304;86;;3;0,5
922;2305;119;744;2;2
922;2306;25;;8;7
923;2307;79;;3;1,5
923;2308;113;;4;4,5
924;2309;43;;3;2,3
924;2310;78;78;3;2
924;2311;113;;3;4,5
925;2312;47;;4;9
925;2313;83;;3;0,8
926;2314;20;;4;8
926;2315;57;;6;8
926;2316;94;;3;4
927;2317;35;;9;1
927;2318;73;;6;3
928;2319;17;;3;3,5
928;2320;56;323;8;7
928;2321;95;;4;2
929;2322;43;;6;2,3
929;2323;83;;1;0,8
930;2324;34;;3;0,75
930;2325;75;265;6;7
930;2326;116;;3;3
931;2327;71;;7;4
931;2328;113;;3;4,5
932;2329;71;;4;4
932;2330;114;;3;4,5
932;2331;30;;3;4
933;2332;119;;3;2
933;2333;36;;3;0,5
934;2334;1;;3;2
934;2335;46;520;4;8
934;2336;91;;8;1,2
935;2337;60;;3;0,5
935;2338;106;;8;7
936;2339;78;;3;2
936;2340;125;342;3;7
936;2341;45;;3;2
937;2342;21;;6;4
937;2343;69;;3;2
938;2344;48;;3;4,5
938;2345;97;;10;9
938;2346;19;;3;2
939;2347;2;;6;4
939;2348;52;;3;4
940;2349;38;;3;0,5
940;2350;89;552;8;0,8
940;2351;13;;8;4,5
941;2352;3;;3;5
941;2353;55;;11;5
942;2354;48;;3;4,5
942;2355;101;66;6;2
942;2356;27;;3;2
943;2357;24;;3;3
943;2358;78;;3;2
944;2359;78;;3;2
944;2360;6;;3;7
944;2361;61;;3;8
945;2362;65;;6;4,5
945;2363;121;;3;4
946;2364;1;;3;2
946;2365;58;24;4;8
946;2366;115;;8;4,5
947;2367;126;;6;4
947;2368;57;;3;8
948;2369;71;;3;4
948;2370;3;;3;5
948;2371;62;;3;4
949;2372;80;;4;4
949;2373;13;;9;4,5
950;2374;34;;8;0,75
950;2375;95;654;2;2
950;2376;29;;3;1,5
951;2377;54;;6;5
951;2378;116;;3;3
952;2379;17;;3;3,5
952;2380;80;21;8;4
952;2381;16;;8;3
953;2382;48;;3;4,5
953;2383;112;;8;4
954;2384;20;;3;8
954;2385;85;;6;1
954;2386;23;;3;3
955;2387;62;;10;4
955;2388;1;;3;2
956;2389;43;;8;2,3
956;2390;110;74;8;0,5
956;2391;50;;3;5,6
957;2392;96;;3;8
957;2393;37;;9;0,5
958;2394;86;;3;0,5
958;2395;28;175;4;2
958;2396;97;;8;9
959;2397;23;;9;3
959;2398;93;;6;2,3
960;2399;22;;3;2
960;2400;93;;3;2,3
960;2401;37;;3;0,5
961;2402;97;;2;9
961;2403;42;;6;2,4
962;2404;105;;3;5
962;2405;51;360;6;2
962;2406;124;;3;3
963;2407;64;;3;4,5
963;2408;11;;3;8
964;2409;81;;3;2
964;2410;29;101;8;1,5
964;2411;104;;4;5
965;2412;51;;3;2
965;2413;1;;5;2
966;2414;77;;3;2
966;2415;27;;6;2
966;2416;104;;3;5
967;2417;58;;2;8
967;2418;9;;6;3
968;2419;93;;3;2,3
968;2420;45;622;3;2
968;2421;124;;3;3
969;2422;85;;6;1
969;2423;38;;6;0,5
970;2424;2;;3;4
970;2425;83;2;2;0,8
970;2426;37;;8;0,5
971;2427;5;;9;5
971;2428;87;;3;0,5
972;2429;58;;3;8
972;2430;14;;3;4,5
972;2431;97;;3;9
973;2432;72;;3;2
973;2433;29;;9;1,5
974;2434;7;;8;8
974;2435;92;224;8;2,4
974;2436;50;;3;5,6
975;2437;32;;3;5
975;2438;118;;3;6
976;2439;103;;3;5
976;2440;63;81;3;4,5
976;2441;23;;4;3
977;2442;12;;3;4
977;2443;100;;8;5,6
978;2444;92;;3;2,4
978;2445;54;;3;5
978;2446;16;;3;3
979;2447;12;;3;4
979;2448;102;;3;4
980;2449;101;;4;2
980;2450;65;221;8;4,5
980;2451;29;;3;1,5
981;2452;32;;3;5
981;2453;124;;3;3
982;2454;3;;3;5
982;2455;96;208;3;8
982;2456;62;;4;4
983;2457;72;;3;2
983;2458;39;;6;0,8
984;2459;52;;3;4
984;2460;20;;3;8
984;2461;115;;3;4,5
985;2462;5;;10;5
985;2463;101;;3;2
986;2464;121;;8;4
986;2465;91;596;10;1,2
986;2466;61;;3;8
987;2467;85;;9;1
987;2468;56;;3;7
988;2469;83;;3;0,8
988;2470;55;;4;5
988;2471;27;;3;2
989;2472;58;;3;8
989;2473;31;;11;2
990;2474;65;;3;4,5
990;2475;39;315;6;0,8
990;2476;13;;3;4,5
991;2477;51;;9;2
991;2478;26;;3;4
992;2479;67;;8;3,5
992;2480;43;145;4;2,3
992;2481;19;;3;2
993;2482;64;;3;4,5
993;2483;41;;3;1,2
994;2484;89;;3;0,8
994;2485;67;;10;3,5
994;2486;45;;3;2
995;2487;97;;9;9
995;2488;76;;8;4
996;2489;4;;3;5
996;2490;111;350;3;8
996;2491;91;;3;1,2
997;2492;23;;4;3
997;2493;4;;3;5
998;2494;66;;3;3
998;2495;48;426;3;4,5
998;2496;30;;3;4
999;2497;96;;3;8
999;2498;79;;6;1,5
1000;2499;21;;3;4
1000;2500;5;;8;5
1000;2501;116;;4;3
1001;2502;62;;3;4
1001;2503;47;;1;9
1002;2504;123;;3;3
1002;2505;109;391;6;3
1002;2506;95;;3;2
1003;2507;48;;3;4,5
1003;2508;35;;3;1
1004;2509;118;;8;6
1004;2510;106;87;4;7
1004;2511;94;;3;4
1005;2512;54;;3;5
1005;2513;43;;3;2,3
1006;2514;6;;3;7
1006;2515;123;;6;3
1006;2516;113;;4;4,5
1007;2517;80;;3;4
1007;2518;71;;10;4
1008;2519;41;;3;1,2
1008;2520;33;281;3;0,8
